Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time,rand,Fighter1_Fighter2
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Amir Albazi,Amir Albazi,Alessandro Costa,Feb-00,37-17,Jan-00,0-0,Flyweight,KO/TKO-Punch,3,2:13,0.661645481,Alessandro Costa
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Alex Caceres,Alex Caceres,Julian Erosa,Jan-00,16-10,0-0,0-0,Featherweight,KO/TKO-Kick,1,3:04,0.062477241,Alex Caceres
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Drew Dober,Drew Dober,Bobby Green,Jan-00,34-73,0-0,0-0,Lightweight,KO/TKO-Punch,2,2:45,0.441107336,Drew Dober
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Michal Oleksiejczuk,Michal Oleksiejczuk,Cody Brundage,0-0,15-0,0-3,0-0,Middleweight,KO/TKO-Punch,1,3:16,0.950339319,Cody Brundage
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Cory McKenna,Cory McKenna,Cheyanne Vlismas,0-0,22-33,Feb-00,0-1,Women's Strawweight,U-DEC,3,5:00,0.452228005,Cory McKenna
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Matthew Semelsberger,Matthew Semelsberger,Jake Matthews,Mar-00,45-32,1-Mar,0-1,Welterweight,U-DEC,3,5:00,0.899121267,Jake Matthews
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Said Nurmagomedov,Said Nurmagomedov,Saidyokub Kakhramonov,0-0,11-Jul,0-5,1-Mar,Bantamweight,SUB-Guillotine-Choke,2,3:50,0.299705329,Said Nurmagomedov
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Rafa Garcia,Rafa Garcia,Maheshate,0-0,49-25,Jun-00,0-0,Lightweight,U-DEC,3,5:00,0.536735281,Maheshate
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Rinat Fakhretdinov,Rinat Fakhretdinov,Bryan Battle,Jan-00,43-3,Jul-00,0-0,Welterweight,U-DEC,3,5:00,0.60995862,Bryan Battle
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Manel Kape,Manel Kape,David Dvorak,Jan-00,58-33,0-2,Feb-00,Flyweight,U-DEC,3,5:00,0.812533777,David Dvorak
UFC Fight Night: Cannonier vs. Strickland,17-Dec-22,Sergey Morozov,Sergey Morozov,Journey Newson,0-0,30-26,Jun-00,0-0,Bantamweight,U-DEC,3,5:00,0.186111239,Sergey Morozov
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Draw,Jan Blachowicz,Magomed Ankalaev,0-0,55-78,0-2,0-0,Light Heavyweight,S-DEC,5,5:00,0.399442907,Jan Blachowicz
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Paddy Pimblett,Paddy Pimblett,Jared Gordon,0-0,63-60,0-3,0-0,Lightweight,U-DEC,3,5:00,0.922362385,Jared Gordon
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Santiago Ponzinibbio,Santiago Ponzinibbio,Alex Morono,1-Jan,66-38,0-0,0-0,Catch Weight,KO/TKO-Punches,3,2:29,0.596468938,Alex Morono
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Dricus Du Plessis,Dricus Du Plessis,Darren Till,0-0,86-35,1-Jun,Mar-00,Middleweight,SUB-Neck-Crank,3,2:43,0.209473579,Dricus Du Plessis
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Ilia Topuria,Ilia Topuria,Bryce Mitchell,Jan-00,40-36,0-1,Jan-00,Featherweight,SUB-Arm-Triangle,2,3:10,0.778919784,Bryce Mitchell
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Raul Rosas Jr.,Raul Rosas Jr.,Jay Perrin,0-0,4-Mar,Feb-00,Feb-00,Bantamweight,SUB-Neck-Crank,1,2:44,0.240720737,Raul Rosas Jr.
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Jairzinho Rozenstruik,Jairzinho Rozenstruik,Chris Daukaus,Jan-00,1-Dec,0-0,0-0,Heavyweight,KO/TKO-Punch,1,0:23,0.30781945,Jairzinho Rozenstruik
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Edmen Shahbazyan,Edmen Shahbazyan,Dalcha Lungiambula,0-0,54-23,0-0,0-0,Middleweight,KO/TKO-Punches,2,4:41,0.148305337,Edmen Shahbazyan
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Chris Curtis,Chris Curtis,Joaquin Buckley,Jan-00,36-50,0-0,0-0,Middleweight,KO/TKO-Punch,2,2:49,0.83583844,Joaquin Buckley
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Billy Quarantillo,Billy Quarantillo,Alexander Hernandez,0-0,87-48,2-Feb,0-1,Featherweight,KO/TKO-Punches,2,4:30,0.726914056,Alexander Hernandez
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,TJ Brown,TJ Brown,Erik Silva,0-0,24-21,3-Feb,Jan-00,Featherweight,SUB-Arm-Triangle,3,3:41,0.659808441,Erik Silva
UFC 282: Blachowicz vs. Ankalaev,10-Dec-22,Cameron Saaiman,Cameron Saaiman,Steven Koslow,0-0,53-11,0-5,0-1,Bantamweight,KO/TKO-Punches,3,4:13,0.163176481,Cameron Saaiman
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Stephen Thompson,Stephen Thompson,Kevin Holland,0-0,163-119,0-2,0-0,Welterweight,KO/TKO,4,5:00,0.673793705,Kevin Holland
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Rafael Dos Anjos,Rafael Dos Anjos,Bryan Barberena,0-0,20-14,Apr-00,Feb-00,Welterweight,SUB-Rear-Naked-Choke,2,3:20,0.964381697,Bryan Barberena
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Matheus Nicolau,Matheus Nicolau,Matt Schnell,Feb-00,32-20,Jan-00,0-0,Flyweight,KO/TKO-Punch,2,1:44,0.741675168,Matt Schnell
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Sergei Pavlovich,Sergei Pavlovich,Tai Tuivasa,Feb-00,23-2,0-0,0-0,Heavyweight,KO/TKO-Punches,1,0:54,0.419001968,Sergei Pavlovich
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Roman Dolidze,Roman Dolidze,Jack Hermansson,0-0,25-47,0-2,Mar-00,Middleweight,KO/TKO-Punches,2,4:06,0.483101396,Roman Dolidze
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Eryk Anders,Eryk Anders,Kyle Daukaus,Jan-00,49-37,Jan-00,0-0,Middleweight,KO/TKO-Punches,2,2:45,0.770268038,Kyle Daukaus
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Phil Rowe,Phil Rowe,Niko Price,0-0,63-110,Jan-00,Feb-00,Welterweight,KO/TKO-Punches,3,3:26,0.026497008,Phil Rowe
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Angela Hill,Angela Hill,Emily Ducote,0-0,182-71,0-0,0-0,Women's Strawweight,U-DEC,3,5:00,0.70942262,Emily Ducote
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Clay Guida,Clay Guida,Scott Holtzman,0-0,66-65,Apr-00,0-0,Lightweight,S-DEC,3,5:00,0.89669528,Scott Holtzman
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Michael Johnson,Michael Johnson,Marc Diakiese,0-0,83-55,0-0,0-0,Lightweight,U-DEC,3,5:00,0.918080836,Marc Diakiese
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Jonathan Pearce,Jonathan Pearce,Darren Elkins,0-0,110-57,2-Feb,0-0,Featherweight,U-DEC,3,5:00,0.672143188,Darren Elkins
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Natan Levy,Natan Levy,Genaro Valdez,0-0,67-49,Jun-00,0-0,Lightweight,U-DEC,3,5:00,0.144455697,Natan Levy
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Francis Marshall,Francis Marshall,Marcelo Rojo,Jan-00,23-31,Jan-00,0-0,Featherweight,KO/TKO-Punch,2,1:14,0.50406345,Marcelo Rojo
UFC Fight Night: Thompson vs. Holland,3-Dec-22,Yazmin Jauregui,Yazmin Jauregui,Istela Nunes,1-Feb,67-36,0-0,0-0,Women's Strawweight,KO/TKO-Punches,2,4:06,0.611261294,Istela Nunes
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Kennedy Nzechukwu,Kennedy Nzechukwu,Ion Cutelaba,Jan-00,24-9,0-2,0-0,Light Heavyweight,KO/TKO-Knee,2,1:02,0.003729956,Kennedy Nzechukwu
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Waldo Cortes-Acosta,Waldo Cortes-Acosta,Chase Sherman,0-0,147-66,0-1,0-0,Heavyweight,U-DEC,3,5:00,0.917554384,Chase Sherman
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Muslim Salikhov,Muslim Salikhov,Andre Fialho,0-0,56-17,Jan-00,0-0,Welterweight,KO/TKO-Kick,3,1:03,0.878362069,Andre Fialho
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Jack Della Maddalena,Jack Della Maddalena,Danny Roberts,Feb-00,33-5,0-0,0-0,Welterweight,KO/TKO-Punches,1,3:24,0.883156244,Danny Roberts
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Charles Johnson,Charles Johnson,Zhalgas Zhumagulov,0-0,115-119,0-1,0-0,Flyweight,S-DEC,3,5:00,0.978375495,Zhalgas Zhumagulov
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Jennifer Maia,Jennifer Maia,Maryna Moroz,0-0,109-80,0-0,0-0,Women's Flyweight,U-DEC,3,5:00,0.120151395,Jennifer Maia
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Miles Johns,Miles Johns,Vince Morales,0-0,38-39,Jan-00,0-0,Bantamweight,U-DEC,3,5:00,0.114550511,Miles Johns
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Ricky Turcios,Ricky Turcios,Kevin Natividad,0-1,68-41,7-Feb,Jan-00,Bantamweight,S-DEC,3,5:00,0.771536066,Kevin Natividad
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Vanessa Demopoulos,Vanessa Demopoulos,Maria Oliveira,Jan-00,55-83,Feb-00,0-0,Women's Strawweight,U-DEC,3,5:00,0.826994851,Maria Oliveira
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Brady Hiestand,Brady Hiestand,Fernie Garcia,0-0,19-21,1-Mar,1-Jan,Bantamweight,U-DEC,3,5:00,0.773485631,Fernie Garcia
UFC Fight Night: Nzechukwu vs. Cutelaba,19-Nov-22,Natalia Silva,Natalia Silva,Tereza Bleda,Jan-00,45-18,0-1,0-2,Women's Flyweight,KO/TKO-Spinning-Back-Kick,3,1:27,0.648312117,Tereza Bleda
UFC 281: Adesanya vs. Pereira,12-Nov-22,Alex Pereira,Alex Pereira,Israel Adesanya,0-0,91-86,1-Jan,0-0,Middleweight,KO/TKO-Punches,5,2:01,0.247974017,Alex Pereira
UFC 281: Adesanya vs. Pereira,12-Nov-22,Zhang Weili,Zhang Weili,Carla Esparza,0-0,37-6,0-1,Jan-00,Women's Strawweight,SUB-Rear-Naked-Choke,2,1:05,0.66648854,Carla Esparza
UFC 281: Adesanya vs. Pereira,12-Nov-22,Dustin Poirier,Dustin Poirier,Michael Chandler,0-0,38-43,0-3,Feb-00,Lightweight,SUB-Rear-Naked-Choke,3,2:00,0.181617873,Dustin Poirier
UFC 281: Adesanya vs. Pereira,12-Nov-22,Chris Gutierrez,Chris Gutierrez,Frankie Edgar,Jan-00,2-Oct,0-0,0-0,Bantamweight,KO/TKO-Knee,1,2:01,0.821531912,Frankie Edgar
UFC 281: Adesanya vs. Pereira,12-Nov-22,Dan Hooker,Dan Hooker,Claudio Puelles,Jan-00,29-5,0-0,1-Jan,Lightweight,KO/TKO-Kick,2,4:06,0.550217006,Claudio Puelles
UFC 281: Adesanya vs. Pereira,12-Nov-22,Renato Moicano,Renato Moicano,Brad Riddell,0-0,14-Oct,0-0,Jan-00,Lightweight,SUB-Rear-Naked-Choke,1,3:20,0.449718816,Renato Moicano
UFC 281: Adesanya vs. Pereira,12-Nov-22,Ryan Spann,Ryan Spann,Dominick Reyes,Jan-00,5-Aug,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,1:20,0.78335851,Dominick Reyes
UFC 281: Adesanya vs. Pereira,12-Nov-22,Erin Blanchfield,Erin Blanchfield,Molly McCann,0-0,25-7,Jan-00,Feb-00,Women's Flyweight,SUB-Kimura,1,3:37,0.614774018,Molly McCann
UFC 281: Adesanya vs. Pereira,12-Nov-22,Andre Petroski,Andre Petroski,Wellington Turman,0-0,42-41,1-Aug,1-Feb,Middleweight,U-DEC,3,5:00,0.539059034,Wellington Turman
UFC 281: Adesanya vs. Pereira,12-Nov-22,Matt Frevola,Matt Frevola,Ottman Azaitar,Jan-00,10-Nov,0-0,0-0,Lightweight,KO/TKO-Punch,1,2:30,0.558276572,Ottman Azaitar
UFC 281: Adesanya vs. Pereira,12-Nov-22,Karolina Kowalkiewicz,Karolina Kowalkiewicz,Silvana Gomez Juarez,0-0,74-77,Feb-00,0-0,Women's Strawweight,U-DEC,3,5:00,0.543359909,Silvana Gomez Juarez
UFC 281: Adesanya vs. Pereira,12-Nov-22,Michael Trizano,Michael Trizano,SeungWoo Choi,1-Feb,32-26,0-0,0-0,Featherweight,KO/TKO-Punch,1,4:51,0.265671328,Michael Trizano
UFC 281: Adesanya vs. Pereira,12-Nov-22,Montel Jackson,Montel Jackson,Julio Arce,Jan-00,48-26,0-1,0-0,Bantamweight,U-DEC,3,5:00,0.829343459,Julio Arce
UFC 281: Adesanya vs. Pereira,12-Nov-22,Carlos Ulberg,Carlos Ulberg,Nicolae Negumereanu,Jan-00,14-2,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,3:44,0.998587713,Nicolae Negumereanu
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Amanda Lemos,Amanda Lemos,Marina Rodriguez,0-0,29-19,Jan-00,Jan-00,Women's Strawweight,KO/TKO-Punches,3,0:54,0.045414668,Amanda Lemos
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Neil Magny,Neil Magny,Daniel Rodriguez,0-0,57-66,May-00,Jan-00,Welterweight,SUB-D'Arce-Choke,3,3:33,0.406481866,Neil Magny
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Shayilan Nuerdanbieke,Shayilan Nuerdanbieke,Darrick Minner,Jan-00,19-5,0-0,0-0,Featherweight,KO/TKO-Elbows,1,1:07,0.125222385,Shayilan Nuerdanbieke
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Tagir Ulanbekov,Tagir Ulanbekov,Nate Maness,0-0,4-Apr,Jan-00,Jan-00,Flyweight,SUB-Guillotine-Choke,1,2:11,0.703910916,Nate Maness
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Grant Dawson,Grant Dawson,Mark Madsen,Jan-00,33-15,Feb-00,Feb-00,Lightweight,SUB-Rear-Naked-Choke,3,2:05,0.080689274,Grant Dawson
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Miranda Maverick,Miranda Maverick,Shanna Young,0-0,63-29,May-00,Jan-00,Women's Flyweight,U-DEC,3,5:00,0.945125729,Shanna Young
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Mario Bautista,Mario Bautista,Benito Lopez,0-0,44-17,Jan-00,Mar-00,Bantamweight,SUB-Triangle-Armbar,1,4:54,0.378156598,Mario Bautista
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Polyana Viana,Polyana Viana,Jinh Yu Frey,Jan-00,6-Nov,0-0,0-0,Women's Strawweight,KO/TKO-Punches,1,0:47,0.307261569,Polyana Viana
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Johnny Munoz,Johnny Munoz,Liudvik Sholinian,0-0,78-56,Feb-00,0-0,Bantamweight,U-DEC,3,5:00,0.680157175,Liudvik Sholinian
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Jake Hadley,Jake Hadley,Carlos Candelario,0-0,90-69,0-1,Jan-00,Flyweight,SUB-Triangle-Choke,2,2:39,0.36574041,Jake Hadley
UFC Fight Night: Rodriguez vs. Lemos,5-Nov-22,Tamires Vidal,Tamires Vidal,Ramona Pascual,Jan-00,17-13,0-0,0-0,Women's Bantamweight,KO/TKO-Flying-Knee,1,3:06,0.947225736,Ramona Pascual
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Arnold Allen,Arnold Allen,Calvin Kattar,0-0,28-14,0-0,0-0,Featherweight,KO/TKO,2,0:08,0.195940731,Arnold Allen
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Max Griffin,Max Griffin,Tim Means,Jan-00,42-47,3-Mar,0-0,Welterweight,S-DEC,3,5:00,0.486768293,Max Griffin
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Waldo Cortes-Acosta,Waldo Cortes-Acosta,Jared Vanderaa,0-0,73-56,0-0,0-0,Heavyweight,U-DEC,3,5:00,0.595991759,Jared Vanderaa
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Tresean Gore,Tresean Gore,Josh Fremd,0-0,24-Oct,Mar-00,Jan-00,Middleweight,SUB-Guillotine-Choke,2,0:49,0.967996491,Josh Fremd
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Khalil Rountree Jr.,Khalil Rountree Jr.,Dustin Jacoby,0-0,85-120,0-0,0-0,Light Heavyweight,S-DEC,3,5:00,0.792825194,Dustin Jacoby
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Roman Dolidze,Roman Dolidze,Phil Hawes,Jan-00,18-11,0-1,Jan-00,Middleweight,KO/TKO-Punches,1,4:09,0.50449974,Phil Hawes
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Marcos Rogerio de Lima,Marcos Rogerio de Lima,Andrei Arlovski,Jan-00,2-Jun,0-0,Jan-00,Heavyweight,SUB-Rear-Naked-Choke,1,1:50,0.913658047,Andrei Arlovski
UFC Fight Night: Kattar vs. Allen,29-Oct-22,JunYong Park,JunYong Park,Joseph Holmes,0-0,18-20,Feb-00,Feb-00,Middleweight,SUB-Rear-Naked-Choke,2,3:04,0.840068405,Joseph Holmes
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Steve Garcia,Steve Garcia,Chase Hooper,Mar-00,29-10,0-0,0-0,Featherweight,KO/TKO-Punches,1,1:32,0.46511171,Steve Garcia
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Cody Durden,Cody Durden,Carlos Mota,0-0,17-12,Apr-00,0-1,Flyweight,U-DEC,3,5:00,0.992036211,Carlos Mota
UFC Fight Night: Kattar vs. Allen,29-Oct-22,Christian Rodriguez,Christian Rodriguez,Joshua Weems,0-0,18-Sep,0-2,Jan-00,Bantamweight,SUB-Anaconda-Choke,1,4:07,0.286972482,Christian Rodriguez
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Islam Makhachev,Islam Makhachev,Charles Oliveira,Jan-00,30-19,Feb-00,Jan-00,Lightweight,SUB-Arm-Triangle,2,3:16,0.474293368,Islam Makhachev
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Aljamain Sterling,Aljamain Sterling,TJ Dillashaw,0-0,72-8,May-00,Feb-00,Bantamweight,KO/TKO-Punches,2,3:44,0.498966896,Aljamain Sterling
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Sean O'Malley,Sean O'Malley,Petr Yan,0-0,84-58,0-6,0-0,Bantamweight,S-DEC,3,5:00,0.299426082,Sean O'Malley
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Beneil Dariush,Beneil Dariush,Mateusz Gamrot,Jan-00,59-33,0-4,0-0,Lightweight,U-DEC,3,5:00,0.766218997,Mateusz Gamrot
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Manon Fiorot,Manon Fiorot,Katlyn Chookagian,0-0,98-76,Jan-00,0-0,Women's Flyweight,U-DEC,3,5:00,0.364882127,Manon Fiorot
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Belal Muhammad,Belal Muhammad,Sean Brady,0-0,80-58,0-0,0-0,Welterweight,KO/TKO-Punches,2,4:47,0.874587067,Sean Brady
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Caio Borralho,Caio Borralho,Makhmud Muradov,0-0,19-14,2-Jan,Feb-00,Middleweight,U-DEC,3,5:00,0.494830799,Caio Borralho
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Nikita Krylov,Nikita Krylov,Volkan Oezdemir,0-0,57-42,1-Jul,Jan-00,Light Heavyweight,U-DEC,3,5:00,0.584599745,Volkan Oezdemir
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Abubakar Nurmagomedov,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,0-0,40-38,1-Jan,0-0,Welterweight,U-DEC,3,5:00,0.107140473,Abubakar Nurmagomedov
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Armen Petrosyan,Armen Petrosyan,AJ Dobson,0-0,118-58,0-3,0-0,Middleweight,U-DEC,3,5:00,0.968728464,AJ Dobson
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Muhammad Mokaev,Muhammad Mokaev,Malcolm Gordon,0-0,21-17,1-Jun,1-Jan,Flyweight,SUB-Armbar,3,4:26,0.365558008,Muhammad Mokaev
UFC 280: Oliveira vs. Makhachev,22-Oct-22,Karol Rosa,Karol Rosa,Lina Lansberg,0-1,54-36,Mar-00,0-0,Women's Bantamweight,M-DEC,3,5:00,0.922427457,Lina Lansberg
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Alexa Grasso,Alexa Grasso,Viviane Araujo,0-0,153-126,0-2,0-0,Women's Flyweight,U-DEC,5,5:00,0.423049576,Alexa Grasso
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Jonathan Martinez,Jonathan Martinez,Cub Swanson,Feb-00,62-51,0-1,0-0,Bantamweight,KO/TKO-Kick,2,4:19,0.11942069,Jonathan Martinez
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Dusko Todorovic,Dusko Todorovic,Jordan Wright,0-0,61-25,0-3,0-1,Middleweight,KO/TKO-Elbows,2,3:12,0.093426951,Dusko Todorovic
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Raphael Assuncao,Raphael Assuncao,Victor Henry,0-0,60-55,Feb-00,0-0,Bantamweight,U-DEC,3,5:00,0.683417827,Victor Henry
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Alonzo Menifield,Alonzo Menifield,Misha Cirkunov,Jan-00,5-Aug,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,1:28,0.191574878,Alonzo Menifield
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Mana Martinez,Mana Martinez,Brandon Davis,Feb-00,87-76,1-Jan,0-0,Bantamweight,S-DEC,3,5:00,0.447786813,Mana Martinez
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Jacob Malkoun,Jacob Malkoun,Nick Maximov,0-0,83-34,Sep-00,0-0,Middleweight,U-DEC,3,5:00,0.957659828,Nick Maximov
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Joanderson Brito,Joanderson Brito,Lucas Alexander,0-0,1-Apr,Feb-00,Jan-00,Featherweight,SUB-Rear-Naked-Choke,1,2:02,0.463428632,Joanderson Brito
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Piera Rodriguez,Piera Rodriguez,Sam Hughes,0-0,83-69,May-00,0-0,Women's Strawweight,U-DEC,3,5:00,0.136378838,Piera Rodriguez
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Tatsuro Taira,Tatsuro Taira,CJ Vergara,0-0,22-19,Mar-00,Feb-00,Flyweight,SUB-Armbar,2,4:19,0.820107963,CJ Vergara
UFC Fight Night: Grasso vs. Araujo,15-Oct-22,Pete Rodriguez,Pete Rodriguez,Mike Jackson,Jan-00,22-10,0-0,0-0,Welterweight,KO/TKO-Knee,1,1:33,0.782278397,Mike Jackson
UFC Fight Night: Dern vs. Yan,1-Oct-22,Yan Xiaonan,Yan Xiaonan,Mackenzie Dern,0-0,113-61,0-2,0-2,Women's Strawweight,M-DEC,5,5:00,0.758093219,Mackenzie Dern
UFC Fight Night: Dern vs. Yan,1-Oct-22,Randy Brown,Randy Brown,Francisco Trinaldo,Jan-00,60-40,0-1,Jan-00,Welterweight,U-DEC,3,5:00,0.139106562,Randy Brown
UFC Fight Night: Dern vs. Yan,1-Oct-22,Raoni Barcelos,Raoni Barcelos,Trevin Jones,Jan-00,73-11,Feb-00,0-0,Bantamweight,U-DEC,3,5:00,0.709357767,Trevin Jones
UFC Fight Night: Dern vs. Yan,1-Oct-22,Sodiq Yusuff,Sodiq Yusuff,Don Shainis,0-0,3-Sep,0-0,Jan-00,Featherweight,SUB-Guillotine-Choke,1,0:30,0.543233324,Don Shainis
UFC Fight Night: Dern vs. Yan,1-Oct-22,Mike Davis,Mike Davis,Viacheslav Borshchev,0-0,65-63,Sep-00,Jan-00,Lightweight,U-DEC,3,5:00,0.135545953,Mike Davis
UFC Fight Night: Dern vs. Yan,1-Oct-22,Daniel Santos,Daniel Santos,John Castaneda,1-Jan,69-57,3-Feb,0-0,Catch Weight,KO/TKO-Knee,2,4:28,0.706750473,John Castaneda
UFC Fight Night: Dern vs. Yan,1-Oct-22,Ilir Latifi,Ilir Latifi,Aleksei Oleinik,0-0,38-28,Mar-00,0-0,Heavyweight,U-DEC,3,5:00,0.725170585,Aleksei Oleinik
UFC Fight Night: Dern vs. Yan,1-Oct-22,Joaquim Silva,Joaquim Silva,Jesse Ronson,Jan-00,45-39,0-0,0-0,Lightweight,KO/TKO-Flying-Knee,2,3:08,0.052085581,Joaquim Silva
UFC Fight Night: Dern vs. Yan,1-Oct-22,Brendan Allen,Brendan Allen,Krzysztof Jotko,0-0,3-Mar,Jan-00,Jan-00,Middleweight,SUB-Rear-Naked-Choke,1,4:17,0.741394812,Krzysztof Jotko
UFC Fight Night: Dern vs. Yan,1-Oct-22,Chelsea Chandler,Chelsea Chandler,Julija Stoliarenko,0-0,38-12,0-1,0-0,Catch Weight,KO/TKO-Punches,1,4:15,0.819517814,Julija Stoliarenko
UFC Fight Night: Dern vs. Yan,1-Oct-22,Guido Cannetti,Guido Cannetti,Randy Costa,0-0,2-Aug,Jan-00,Jan-00,Bantamweight,SUB-Rear-Naked-Choke,1,1:04,0.240362518,Guido Cannetti
UFC Fight Night: Sandhagen vs. Song,17-Sep-22,Cory Sandhagen,Cory Sandhagen,Song Yadong,0-0,94-54,2-Jan,0-0,Bantamweight,KO/TKO,4,5:00,0.601964133,Song Yadong
UFC Fight Night: Sandhagen vs. Song,17-Sep-22,Gregory Rodrigues,Gregory Rodrigues,Chidi Njokuani,Jan-00,48-44,Jan-00,0-0,Middleweight,KO/TKO-Punches,2,1:27,0.199098682,Gregory Rodrigues
UFC Fight Night: Sandhagen vs. Song,17-Sep-22,Andre Fili,Andre Fili,Bill Algeo,0-0,59-81,Jan-00,Feb-00,Featherweight,S-DEC,3,5:00,0.338477077,Andre Fili
UFC Fight Night: Sandhagen vs. Song,17-Sep-22,Joe Pyfer,Joe Pyfer,Alen Amedovski,Jan-00,14-11,0-0,0-0,Middleweight,KO/TKO-Punch,1,3:55,0.579675162,Alen Amedovski
UFC Fight Night: Sandhagen vs. Song,17-Sep-22,Rodrigo Nascimento,Rodrigo Nascimento,Tanner Boser,0-0,36-62,Mar-00,Jan-00,Heavyweight,S-DEC,3,5:00,0.785520161,Tanner Boser
